NUMERO_BOLETIM;DATAHORA_BOLETIM;DATA_INCLUSAO;TIPO_ACIDENTE;DESC_TIPO_ACIDENTE;COD_TEMPO;DESC_TEMPO;COD_PAVIMENTO;PAVIMENTO;COD_REGIONAL;DESC_REGIONAL;ORIGEM_BOLETIM;LOCAL_SINALIZADO;VELOCIDADE_PERMITIDA;COORDENADA_X;COORDENADA_Y;HORA_INFORMADA;INDICADOR_FATALIDADE;VALOR_UPS;DESCRIÇÃO_UPS;DATA_ALTERACAO_SMSA;VALOR_UPS_ANTIGA;DESCRIÇÃO_UPS_ANTIGA
2021-008886628-002;20/02/202110:01;20/02/202111:10;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;60;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008888878-001;20/02/202110:25;20/02/202111:30;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000605929.12;0007790628.88;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008891464-001;20/02/202111:22;20/02/202111:55;H04000;QUEDADEPESSOADEVEICULO;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000611725.63;0007798841.07;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008891884-001;19/02/202123:00;20/02/202111:59;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000608151.70;0007793146.59;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008892064-001;20/02/202111:22;20/02/202112:02;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000608474.90;0007807131.57;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008893316-001;20/02/202111:50;20/02/202112:20;H06001;ATROPELAMENTODEPESSOACOMVITIMAFATAL;1;BOM;1;ASFALTO;22;NOROESTE;POLICIAMILITAR;NÃO;40;0000605859.45;0007798641.15;SIM;SIM;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008894925-001;20/02/202111:52;20/02/202112:40;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000613131.36;0007805477.77;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008896805-001;20/02/202112:31;20/02/202113:01;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000607454.23;0007806645.60;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008902087-001;20/02/202112:16;20/02/202113:52;H09002;COLISAODEVEICULOSCOMVITIMA;4;NUBLADO;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000610660.50;0007807364.07;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008902152-001;20/02/202113:21;20/02/202113:52;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000612212.06;0007802031.84;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008928962-001;20/02/202115:04;20/02/202116:31;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000605937.02;0007794645.83;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008938250-001;20/02/202116:38;20/02/202117:21;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008951259-001;20/02/202118:15;20/02/202118:36;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000610423.45;0007795101.42;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008952147-001;20/02/202118:38;20/02/202118:41;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000613283.82;0007803645.78;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008958116-001;20/02/202117:46;20/02/202119:16;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000610985.42;0007797290.48;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008965512-001;20/02/202119:48;20/02/202120:04;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;1;BOM;1;ASFALTO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000611458.68;0007797003.62;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008965904-001;20/02/202120:05;20/02/202120:06;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605836.61;0007798624.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008969025-001;20/02/202119:56;20/02/202120:25;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000610917.86;0007801057.04;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008970948-001;20/02/202119:52;20/02/202120:37;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000603387.46;0007802117.33;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008973218-001;20/02/202120:50;20/02/202120:54;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIAMILITAR;NÃO;0;0000614303.06;0007796822.49;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008981409-001;20/02/202121:03;20/02/202121:48;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;20;LESTE;POLICIAMILITAR;NÃO;60;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008990228-001;20/02/202121:07;20/02/202122:45;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;20;LESTE;POLICIAMILITAR;NÃO;0;0000615664.66;0007799895.24;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008991250-002;20/02/202122:33;20/02/202123:41;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;20;LESTE;POLICIAMILITAR;NÃO;0;0000612545.35;0007799163.12;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008992675-001;20/02/202122:18;20/02/202123:00;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000604189.56;0007801466.68;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008993457-001;20/02/202123:00;20/02/202123:04;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000607230.42;0007805190.67;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-008998315-001;20/02/202122:48;20/02/202123:39;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009015058-001;21/02/202100:30;21/02/202102:01;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605836.61;0007798624.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009019961-001;21/02/202102:40;21/02/202103:09;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000611591.01;0007804582.96;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009022560-001;21/02/202103:55;21/02/202104:07;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000612156.20;0007801816.20;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009023104-001;21/02/202102:31;21/02/202104:28;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000608550.21;0007789129.68;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009024090-001;22/01/202110:20;21/02/202104:56;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605508.38;0007799722.58;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009025289-001;21/02/202104:46;21/02/202105:41;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000604922.37;0007794367.71;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009033770-001;20/02/202110:30;21/02/202108:34;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000607374.02;0007797589.90;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009039568-001;21/02/202108:47;21/02/202109:56;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;20;LESTE;POLICIAMILITAR;NÃO;0;0000614690.56;0007796538.19;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009040941-001;21/02/202109:41;21/02/202110:13;H04000;QUEDADEPESSOADEVEICULO;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000614567.40;0007804587.29;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009041645-001;21/02/202109:43;21/02/202110:20;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000608793.65;0007807127.05;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009042035-001;21/02/202109:47;21/02/202110:25;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000611650.06;0007803663.37;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009057046-001;21/02/202112:22;21/02/202113:27;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000606395.19;0007798406.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009057585-001;21/02/202112:22;21/02/202113:35;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000610767.80;0007794284.73;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009057650-001;21/02/202112:17;21/02/202113:35;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;60;0000605836.61;0007798624.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009058458-001;21/02/202112:55;21/02/202113:45;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605836.61;0007798624.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009066021-001;21/02/202114:32;21/02/202114:38;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000603756.03;0007788577.82;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009088833-001;21/02/202116:13;21/02/202116:59;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009091852-001;21/02/202116:44;21/02/202117:20;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000600512.56;0007786611.60;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009096106-001;21/02/202117:25;21/02/202117:50;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000601828.01;0007789579.78;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009100344-001;21/02/202117:02;21/02/202118:17;H08002;CHOQUEMECANICOCOMVITIMA;4;NUBLADO;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;60;0000613674.04;0007805466.31;SIM;SIM;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009118058-002;21/02/202118:57;21/02/202120:35;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000607087.28;0007803305.89;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009122084-001;21/02/202119:24;21/02/202120:42;H09002;COLISAODEVEICULOSCOMVITIMA;2;CHUVA;1;ASFALTO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000601233.27;0007789735.24;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009123587-001;21/02/202120:18;21/02/202120:55;H04000;QUEDADEPESSOADEVEICULO;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000606779.95;0007809914.59;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009123730-001;21/02/202120:27;21/02/202120:57;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000612078.20;0007795405.82;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009126565-001;21/02/202121:08;21/02/202121:14;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000613965.36;0007795208.81;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009130102-001;21/02/202121:20;21/02/202121:39;H04000;QUEDADEPESSOADEVEICULO;4;NUBLADO;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000612251.73;0007799531.61;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009139840-001;21/02/202121:28;21/02/202122:47;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000605836.61;0007798624.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009140690-001;21/02/202120:55;21/02/202122:54;H01002;ABALROAMENTOCOMVITIMA;2;CHUVA;1;ASFALTO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000603714.51;0007789604.92;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009151201-001;21/02/202123:37;22/02/202100:11;H01002;ABALROAMENTOCOMVITIMA;2;CHUVA;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000612240.60;0007802504.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009180285-001;22/02/202107:55;22/02/202108:44;H08002;CHOQUEMECANICOCOMVITIMA;4;NUBLADO;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605509.24;0007799717.84;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009183367-001;22/02/202108:09;22/02/202109:06;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000600144.48;0007790266.90;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009203357-001;22/02/202110:00;22/02/202110:58;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000609365.76;0007795547.83;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009221725-001;19/02/202119:00;22/02/202112:53;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIACIVIL;NÃO;0;0000605457.58;0007797749.54;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009223332-001;22/02/202110:47;22/02/202113:08;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000607218.83;0007795998.88;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009233786-001;21/02/202121:45;22/02/202114:10;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000610294.72;0007794142.36;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009239796-001;20/02/202111:15;22/02/202114:34;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000612038.38;0007802328.97;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009252202-001;13/02/202121:30;22/02/202115:18;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIACIVIL;NÃO;0;0000615816.44;0007798795.46;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009252689-003;22/02/202115:00;22/02/202117:00;H05002;QUEDAE/OUVAZAMENTODECARGADEVEICULOC/VITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000605836.61;0007798624.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009257092-001;19/02/202111:50;22/02/202115:37;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIACIVIL;NÃO;0;0000605951.08;0007798921.08;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009279744-002;22/02/202116:42;22/02/202117:29;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000608374.54;0007809025.08;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009282120-001;22/02/202117:17;22/02/202117:23;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000605965.12;0007806923.52;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009286420-001;22/02/202115:11;22/02/202117:43;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000610083.36;0007807898.35;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009288914-001;22/02/202117:33;22/02/202117:53;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;60;0000608917.68;0007803847.21;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009290430-001;22/02/202116:42;22/02/202118:00;H09002;COLISAODEVEICULOSCOMVITIMA;4;NUBLADO;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000606445.06;0007796217.55;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-009296873-001;22/02/202117:46;22/02/202118:35;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000602198.50;0007788807.92;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003908965-001;24/01/202117:53;24/01/202118:20;H04000;QUEDADEPESSOADEVEICULO;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000610476.81;0007806209.18;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003914451-001;24/01/202118:33;24/01/202118:54;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000611727.29;0007796012.01;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003919062-001;24/01/202116:45;24/01/202119:21;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIAMILITAR;NÃO;0;0000612132.07;0007798332.33;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003923700-001;24/01/202119:16;24/01/202119:55;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000610532.27;0007806270.28;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003940841-001;24/01/202120:40;24/01/202121:44;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000614391.46;0007805279.58;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003950308-002;24/01/202121:59;24/01/202123:36;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIAMILITAR;NÃO;0;0000612931.29;0007798460.96;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003959365-001;24/01/202122:56;24/01/202123:58;H06001;ATROPELAMENTODEPESSOACOMVITIMAFATAL;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000612421.77;0007802636.87;SIM;SIM;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003980988-001;25/01/202106:45;25/01/202107:17;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000608396.43;0007796803.08;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003981196-001;25/01/202107:17;25/01/202107:20;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000612187.15;0007800103.98;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003982632-001;23/01/202105:45;25/01/202107:43;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;20;LESTE;POLICIAMILITAR;NÃO;0;0000611064.92;0007797922.01;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003987111-001;25/01/202108:28;25/01/202108:29;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000601776.87;0007797267.01;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003989361-001;25/01/202107:59;25/01/202108:47;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000607803.10;0007798257.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-003997396-001;25/01/202108:59;25/01/202110:07;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000604533.14;0007808574.37;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-004004051-001;25/01/202107:00;25/01/202110:17;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIAMILITAR;NÃO;0;0000615662.02;0007798466.80;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-004026497-001;25/01/202112:01;25/01/202112:43;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000607550.48;0007796382.44;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-004035880-001;25/01/202113:19;25/01/202113:52;H99002;OUTROSCOMVITIMA;1;BOM;1;ASFALTO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000601990.20;0007790648.09;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-004037010-001;25/01/202113:35;25/01/202113:59;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;23;NORTE;POLICIAMILITAR;NÃO;0;0000610414.24;0007805287.49;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-004043074-001;17/01/202118:00;25/01/202114:26;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000606786.46;0007802096.91;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
