NUMERO_BOLETIM;DATAHORA_BOLETIM;DATA_INCLUSAO;TIPO_ACIDENTE;DESC_TIPO_ACIDENTE;COD_TEMPO;DESC_TEMPO;COD_PAVIMENTO;PAVIMENTO;COD_REGIONAL;DESC_REGIONAL;ORIGEM_BOLETIM;LOCAL_SINALIZADO;VELOCIDADE_PERMITIDA;COORDENADA_X;COORDENADA_Y;HORA_INFORMADA;INDICADOR_FATALIDADE;VALOR_UPS;DESCRIÇÃO_UPS;DATA_ALTERACAO_SMSA;VALOR_UPS_ANTIGA;DESCRIÇÃO_UPS_ANTIGA
2021-013161844-001;11/03/202110:00;16/03/202111:05;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIACIVIL;NÃO;0;0000604372.78;0007808809.53;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013170321-001;16/03/202111:05;16/03/202111:57;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000605877.24;0007792034.37;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013173930-001;16/03/202111:49;16/03/202112:29;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605836.61;0007798624.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013180487-001;16/03/202113:22;16/03/202113:24;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000611662.39;0007794387.68;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013184880-001;16/03/202113:14;16/03/202113:54;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000612197.21;0007802716.16;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013206314-001;02/03/202113:30;16/03/202115:24;H99002;OUTROSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIAMILITAR;NÃO;0;0000617117.35;0007796974.99;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013210942-001;16/03/202114:51;16/03/202115:42;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000604258.04;0007790610.46;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013212290-001;16/03/202114:23;16/03/202115:47;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000606643.31;0007802452.60;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013214819-001;13/03/202101:45;16/03/202115:57;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIACIVIL;NÃO;0;0000605656.95;0007794333.09;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013226657-001;16/03/202116:12;16/03/202118:46;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;1;BOM;1;ASFALTO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000610083.79;0007795363.28;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013234679-001;16/03/202117:22;16/03/202117:24;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000615376.27;0007804649.16;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013243717-001;09/03/202114:30;16/03/202118:07;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000608351.54;0007794287.34;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013245023-001;12/03/202107:10;16/03/202118:15;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIACIVIL;NÃO;0;0000607035.89;0007795990.44;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013250894-001;13/03/202109:30;16/03/202118:45;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013256970-001;13/03/202114:05;16/03/202119:21;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000605091.89;0007796204.76;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013257830-001;16/03/202118:44;16/03/202119:25;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;60;0000609164.99;0007803135.64;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013271062-001;16/03/202119:12;16/03/202120:50;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013285250-001;16/03/202122:05;16/03/202122:30;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000612480.65;0007795279.31;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013287080-001;16/03/202122:19;16/03/202122:45;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000606805.45;0007809604.44;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013332375-001;15/03/202117:00;17/03/202109:37;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000610605.03;0007798415.47;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013333746-001;17/03/202107:53;17/03/202109:45;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;20;LESTE;POLICIAMILITAR;NÃO;0;0000613594.69;0007801151.33;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013339364-001;17/03/202109:37;17/03/202110:17;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000607373.45;0007795136.47;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013340722-001;17/03/202109:26;17/03/202110:25;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000601893.15;0007788022.13;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013344718-001;17/03/202110:23;17/03/202110:46;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013356374-001;17/03/202110:51;17/03/202112:04;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013363980-001;17/03/202113:00;17/03/202113:12;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;1;BOM;1;ASFALTO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000612266.96;0007796661.18;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013380570-002;17/03/202114:17;17/03/202114:51;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013384841-001;17/03/202115:02;17/03/202115:04;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013387033-001;17/03/202114:30;17/03/202115:11;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000609335.19;0007797458.15;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013388198-001;17/03/202112:50;17/03/202115:16;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000608693.35;0007793710.82;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013408200-001;12/03/202114:20;17/03/202116:43;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIAMILITAR;NÃO;0;0000612702.85;0007799226.26;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013411075-001;17/03/202116:58;17/03/202116:58;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000598735.97;0007790549.77;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013420728-001;17/03/202117:00;17/03/202117:45;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000608781.52;0007810169.84;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013422924-001;17/03/202117:04;17/03/202117:57;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000604899.52;0007810008.41;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013425326-001;17/03/202118:06;17/03/202118:09;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000606840.12;0007807607.75;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013433887-001;09/03/202113:30;17/03/202118:54;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000615657.37;0007804806.60;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013441870-001;04/03/202117:10;17/03/202119:42;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIAMILITAR;NÃO;0;0000615181.43;0007796940.15;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013451716-001;23/03/202118:53;23/03/202118:54;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000617168.93;0007804830.25;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013495352-001;18/03/202106:25;18/03/202106:32;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000601571.40;0007786059.97;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013501609-001;18/03/202105:39;18/03/202108:03;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013503504-001;18/03/202107:11;18/03/202108:22;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;60;0000606148.15;0007795783.08;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013506341-001;18/03/202108:19;18/03/202108:44;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;1;BOM;1;ASFALTO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000608318.27;0007798193.05;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013528642-001;18/03/202109:54;18/03/202111:06;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;20;LESTE;POLICIAMILITAR;NÃO;0;0000613180.13;0007799305.31;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013530353-001;17/03/202106:50;18/03/202111:15;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIACIVIL;NÃO;0;0000609346.68;0007810385.71;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-013536153-002;18/03/202111:42;18/03/202112:27;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605836.61;0007798624.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020923626-001;30/04/202114:56;30/04/202116:03;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000607883.59;0007790395.43;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020924752-001;30/04/202115:26;30/04/202116:07;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000609838.20;0007800993.88;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020928343-001;30/04/202115:15;30/04/202116:22;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000614519.94;0007804697.02;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020929610-001;28/04/202118:10;30/04/202116:28;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIACIVIL;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020940229-001;30/04/202115:32;30/04/202117:20;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000606979.44;0007807044.25;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020945325-001;26/04/202120:30;30/04/202117:50;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIACIVIL;NÃO;0;0000605455.00;0007801463.98;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020945786-001;30/04/202117:09;30/04/202117:52;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000604494.34;0007803052.87;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020945927-001;30/04/202116:35;30/04/202117:53;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000610932.80;0007797633.61;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020948134-001;30/04/202117:14;30/04/202118:07;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000610506.37;0007800548.22;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020951727-001;30/04/202117:46;30/04/202118:23;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000610375.92;0007798151.59;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020955164-001;30/04/202118:15;30/04/202118:42;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIAMILITAR;NÃO;0;0000614358.40;0007797395.84;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020956955-001;30/04/202117:50;30/04/202118:52;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;23;NORTE;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020958010-001;30/04/202118:31;30/04/202118:59;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000606278.83;0007802535.86;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020965601-001;30/04/202118:43;30/04/202119:44;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000606833.09;0007796686.57;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020970595-001;30/04/202119:46;30/04/202120:14;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000604123.92;0007799313.79;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020975018-001;30/04/202120:20;30/04/202120:42;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020987811-001;30/04/202121:07;30/04/202122:01;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000601578.07;0007786369.89;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-020995833-001;30/04/202121:26;30/04/202122:50;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000607114.99;0007797429.40;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021003681-001;30/04/202123:13;30/04/202123:53;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000610513.10;0007794951.76;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021013667-001;16/03/202110:40;22/11/202116:41;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021014157-001;19/03/202118:20;01/12/202116:54;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;0;0000000000.00;0000000000.00;SIM;SIM;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021014609-001;23/03/202110:15;02/12/202109:54;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021019844-001;22/04/202112:15;02/12/202115:22;H09002;COLISAODEVEICULOSCOMVITIMA;4;NUBLADO;1;ASFALTO;0;;NI;NÃO;70;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021020689-001;27/04/202114:40;06/12/202117:16;H09002;COLISAODEVEICULOSCOMVITIMA;4;NUBLADO;1;ASFALTO;21;NORDESTE;NI;NÃO;0;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021020783-001;25/04/202105:11;06/12/202117:57;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;4;NUBLADO;1;ASFALTO;21;NORDESTE;NI;NÃO;0;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021021065-001;30/04/202105:30;07/12/202111:02;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021022910-001;01/05/202105:49;01/05/202105:54;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000604067.64;0007801205.39;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021025189-001;21/05/202118:05;07/12/202116:43;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021025218-002;01/05/202106:25;01/05/202107:34;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000607550.48;0007796382.44;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021025757-001;24/05/202110:25;14/12/202115:47;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;21;NORDESTE;NI;NÃO;60;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021026635-001;29/05/202109:50;14/12/202116:22;H09002;COLISAODEVEICULOSCOMVITIMA;4;NUBLADO;1;ASFALTO;0;;NI;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021026734-001;29/05/202119:30;14/12/202117:47;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;21;NORDESTE;NI;NÃO;80;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021027225-001;01/06/202111:15;15/12/202115:45;H01002;ABALROAMENTOCOMVITIMA;4;NUBLADO;1;ASFALTO;21;NORDESTE;NI;NÃO;0;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021027346-001;01/06/202119:30;15/12/202116:42;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;4;NUBLADO;1;ASFALTO;21;NORDESTE;NI;NÃO;0;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021028078-001;05/06/202119:25;20/12/202117:23;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;70;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021028789-001;09/06/202110:20;21/12/202117:16;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;21;NORDESTE;NI;NÃO;60;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021032248-001;01/05/202107:44;01/05/202108:56;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000607840.47;0007806915.64;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021038367-001;29/07/202110:40;23/12/202116:10;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;70;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021042114-001;16/08/202118:48;13/05/202216:45;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;70;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021042255-001;17/08/202119:45;23/12/202117:12;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;21;NORDESTE;NI;NÃO;80;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021043709-001;25/08/202119:10;28/12/202114:48;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021046264-001;07/09/202113:20;28/12/202115:45;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;21;NORDESTE;NI;NÃO;0;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021047962-001;16/09/202115:30;29/12/202113:48;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;70;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-021048134-001;17/09/202114:30;05/01/202217:08;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;1;ASFALTO;0;;NI;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
